sku,source,category,sub_category,product_name,price,brand,item_weight,unit_count,date,item_weight_grams
z55aa474769f4643cc19ez,noon,grocery,"creal,oats,jams&honey",tasbera crunchy hazelnuts cream 350 gm,216.0,milkato,350,1.0,2026-06-25,350.0
n42868017a,noon,grocery,"creal,oats,jams&honey",protein granola nuts 300grams,293.0,go on,300,1.0,2026-06-25,300.0
z356e1cbabde16381dd70z,noon,grocery,"creal,oats,jams&honey",al murjan hazelnut cream with cocoa spread 700 gm,649.0,almarjan,700,1.0,2026-06-25,700.0
z6fa87e9807890e34956dz,noon,grocery,"creal,oats,jams&honey",luxury ferrero rocher chocolate box - 30 pieces - 375g - the perfect gift,1100.0,ferrero,375,1.0,2026-06-25,375.0
n37956072a,noon,grocery,"creal,oats,jams&honey",cran berries and coconut protein bar 70grams,61.0,abu auf,70,1.0,2026-06-25,70.0
n12280415a,noon,grocery,"creal,oats,jams&honey",granola crispy cereal flakes chocolate 350grams,209.0,sante,350,1.0,2026-06-25,350.0
z31c5bcc6f1fe0dd64a67z,noon,grocery,"creal,oats,jams&honey",chocolate spread sweetened with monk fruit,420.0,lakanto,320,1.0,2026-06-25,480.82792874896444
z612119b1bc0e37cfff95z,noon,grocery,"creal,oats,jams&honey",hadrami mountain sidr honey 500 grams,1428.0,imtenan,500,1.0,2026-06-25,500.0
z8f39522280136afaadc0z,noon,grocery,"creal,oats,jams&honey",spring flower honey hexagon 250grams,68.0,imtenan,250,1.0,2026-06-25,250.0
zc432ced9ca870ffb70f0z,noon,grocery,"creal,oats,jams&honey",chocolate sifted roasted hazelnut cream 750 g,359.1,asmacup,750,1.0,2026-06-25,750.0
n29779381a,noon,grocery,"creal,oats,jams&honey",blackberries jam 340grams,185.0,prima frutta,340,1.0,2026-06-25,340.0
zcc38a1758b68877678faz,noon,grocery,"creal,oats,jams&honey",guilt free chocolate spread-370g,275.0,organic nation,370,1.0,2026-06-25,370.0
zf30b961149b6efed69c0z,noon,grocery,"creal,oats,jams&honey",guilt free chocolate spread high protein-200g,225.0,organic nation,200,1.0,2026-06-25,200.0
z2d1a310e5a2cb9849dedz,noon,grocery,"creal,oats,jams&honey",honey mini jar - 28.3grams (pack of 3),52.0,hero,320,1.0,2026-06-25,480.82792874896444
n29595053a,noon,grocery,"creal,oats,jams&honey",vitrac creamy strawberry jam - 430grams,63.0,vitrac,430,1.0,2026-06-25,430.0
z46e9c9ccbfd09e497066z,noon,grocery,"creal,oats,jams&honey",coconut protein bar 70 grams,56.0,imtenan,70,1.0,2026-06-25,70.0
zba4eb8050a7f04041218z,noon,grocery,"creal,oats,jams&honey",zero protein pistachio bar 70g,180.0,zero,70,1.0,2026-06-25,70.0
zbec581a5e5910d75414dz,noon,grocery,"creal,oats,jams&honey",original ferrero rocher chocolate - 8 pieces - small luxury gift,460.0,ferrero,8,1.0,2026-06-25,8.0
za0a2cb8aaa04743196c1z,noon,grocery,"creal,oats,jams&honey",marjoram honey hexagon 450grams,129.0,imtenan,450,1.0,2026-06-25,450.0
n52103811a,noon,grocery,"creal,oats,jams&honey",honey with almonds 250g,138.0,isis,250,1.0,2026-06-25,250.0
n35958671a,noon,grocery,"creal,oats,jams&honey",crunchy peanut butter 340grams,150.0,dobella,340,1.0,2026-06-25,340.0
z1e794254b56057fd3668z,noon,grocery,"creal,oats,jams&honey",apricot jam 350 grams,42.25,al bawadi,350,1.0,2026-06-25,350.0
z908065878b39ba6d893dz,noon,grocery,"creal,oats,jams&honey",sesame halawa with chocolate 250gm,61.0,halwani bros,250,1.0,2026-06-25,250.0
za1ec4843e8a2657eccdbz,noon,grocery,"creal,oats,jams&honey",sokradorf peanut cream with chocolate 300g no added sugar creamy peanut & cocoa spread with coconut oil,300.0,sokradorf,300,1.0,2026-06-25,300.0
n34912204a,noon,grocery,"creal,oats,jams&honey",choco scopes 250grams,76.0,lino,250,1.0,2026-06-25,250.0
n35958672a,noon,grocery,"creal,oats,jams&honey",honey peanut butter 340grams,173.0,dobella,340,1.0,2026-06-25,340.0
n29595079a,noon,grocery,"creal,oats,jams&honey",vitrac apricot jam 230grams,38.0,vitrac,230,1.0,2026-06-25,230.0
n29595060a,noon,grocery,"creal,oats,jams&honey",vitrac apricot jam 850grams,103.0,vitrac,850,1.0,2026-06-25,850.0
n29598753a,noon,grocery,"creal,oats,jams&honey",prima frutta mixed fruit jam 340grams,172.0,menz&gasser,340,1.0,2026-06-25,340.0
z908c151db5d09aac001bz,noon,grocery,"creal,oats,jams&honey",date spread with hazelnut 230g,114.0,abu auf,230,1.0,2026-06-25,230.0
n44807103a,noon,grocery,"creal,oats,jams&honey",fig jam mini jar - 28.3grams,15.0,hero,28,1.0,2026-06-25,28.3
zd89077084214d4a88ad2z,noon,grocery,"creal,oats,jams&honey",clover honey 2.2kg,657.5,imtenan,2,1.0,2026-06-25,2200.0
n28676068a,noon,grocery,"creal,oats,jams&honey",molasse 450grams,81.0,gold,450,1.0,2026-06-25,450.0
z4a18cb31f3bb4938db60z,noon,grocery,"creal,oats,jams&honey",citrus honey squeeze 450 grams,178.0,hero,450,1.0,2026-06-25,450.0
n30856910a,noon,grocery,"creal,oats,jams&honey",strawberry jam 360grams,39.0,add-me,360,1.0,2026-06-25,360.0
n15224306a,noon,grocery,"creal,oats,jams&honey",hero jam with raspberry flavor - 350grams,107.0,hero,350,1.0,2026-06-25,350.0
n29595359a,noon,grocery,"creal,oats,jams&honey",extra honey 250g,358.0,isis,250,1.0,2026-06-25,250.0
n44900107a,noon,grocery,"creal,oats,jams&honey",50% cherry jam 340grams,172.0,menz&gasser,340,1.0,2026-06-25,340.0
n29762538a,noon,grocery,"creal,oats,jams&honey",vitrac bitter orange jam - 430grams,63.25,vitrac,430,1.0,2026-06-25,430.0
z1adb847e2b7d7430ec2cz,noon,grocery,"creal,oats,jams&honey",natural clover honey 400g,163.0,dr. baby,400,1.0,2026-06-25,400.0
z0d1fc96b8ec769c3b387z,noon,grocery,"creal,oats,jams&honey",citrus honey 225 grams,57.25,el bawadi,225,1.0,2026-06-25,225.0
z014736d65658fdb51644z,noon,grocery,"creal,oats,jams&honey",nutella & go! snack pack with breadsticks (box of 12 individual packs),1650.0,nutella,320,1.0,2026-06-25,480.82792874896444
z02067ca0681c4fe3a7dez,noon,grocery,"creal,oats,jams&honey",guilt free cashew spread -200g-vanilla birthday cake,250.0,organic nation,200,1.0,2026-06-25,200.0
n27682637a,noon,grocery,"creal,oats,jams&honey",jam with black cherry flavor - 350grams,107.0,hero,350,1.0,2026-06-25,350.0
z4d9637c730f22b8cfb6az,noon,grocery,"creal,oats,jams&honey","dobeln chocolate dubai kunafa filling spread (1kg, kunafa mint)",594.0,cgs,1000,1.0,2026-06-25,1000.0
zd75b2a666965f8c58013z,noon,grocery,"creal,oats,jams&honey",bar protein peanut butter 70g,59.0,lino,70,1.0,2026-06-25,70.0
n27747725a,noon,grocery,"creal,oats,jams&honey",protein go on coccoa and inulin chocolate bar 50grams,75.0,sante,50,1.0,2026-06-25,50.0
z809d7213f9064dde342bz,noon,grocery,"creal,oats,jams&honey",diet peanut butter 220g,112.0,shana,220,1.0,2026-06-25,220.0
n42554197a,noon,grocery,"creal,oats,jams&honey",delicia spring blossom honey - 225grams,72.0,hero,225,1.0,2026-06-25,225.0
z093b5603d4674758ecfcz,noon,grocery,"creal,oats,jams&honey",gotella bisky lava white chocolate spread with crunchy biscuits 60 gm pack 12 pieces,195.0,gotella chocolate,720,1.0,2026-06-25,720.0
z9ccd48197340fa07a214z,noon,grocery,"creal,oats,jams&honey",halawa spread with caramel 285 grams,74.0,el bawadi,285,1.0,2026-06-25,285.0
z47031864acf3f6df7cbcz,noon,grocery,"creal,oats,jams&honey",yummies cherry spread 300g,75.0,el bawadi,300,1.0,2026-06-25,300.0
z48a60ed86a2778cc252dz,noon,grocery,"creal,oats,jams&honey",halawa spread with caramel 150 grams,39.25,el bawadi,150,1.0,2026-06-25,150.0
zdfbf25bc286d258a64e1z,noon,grocery,"creal,oats,jams&honey",gotella chocolate spread with hazelnut 350 gm,95.0,gotella chocolate,350,1.0,2026-06-25,350.0
n28852316a,noon,grocery,"creal,oats,jams&honey",granola bar cocount and almond 40grams pack of 4,207.0,lino,160,1.0,2026-06-25,160.0
n48045637a,noon,grocery,"creal,oats,jams&honey",oat flakes 500grams,69.0,daria,500,1.0,2026-06-25,500.0
n29779470a,noon,grocery,"creal,oats,jams&honey",vitrac apricot jam - 430grams,61.0,vitrac,430,1.0,2026-06-25,430.0
zf4f5357c945e030dc476z,noon,grocery,"creal,oats,jams&honey",fruit preserve apricot 700gm jam,66.0,halwani bros,750,1.0,2026-06-25,750.0
n52569753a,noon,grocery,"creal,oats,jams&honey",protein vanilla inuli chocolate bar 50grams,75.0,go on,50,1.0,2026-06-25,50.0
z4ae18c04fbd616f392b0z,noon,grocery,"creal,oats,jams&honey","greenuts tropical granola pineapple & coconut 300g – crunchy oats granola with real dried pineapple & coconut flakes, high fiber breakfast cereal",190.0,greenuts,300,1.0,2026-06-25,300.0
zdee62053a4c2bd23e578z,noon,grocery,"creal,oats,jams&honey",tropical granola – pineapple & coconut – 300g,200.0,greenuts,300,1.0,2026-06-25,300.0
z26bc234fab25773bb351z,noon,grocery,"creal,oats,jams&honey",marjoram natural honey - 225 grams,84.0,royal,225,1.0,2026-06-25,225.0
z326276c63623c7dc5d3fz,noon,grocery,"creal,oats,jams&honey",orange honey hexagonal 450grams,138.0,imtenan,450,1.0,2026-06-25,450.0
zefb5d86616cf560c77a7z,noon,grocery,"creal,oats,jams&honey",nutella biscuits - tube filled with hazelnut spread with cocoa (166g),430.0,nutella,1,1.0,2026-06-25,1992.0
z70b5182080c111005973z,noon,grocery,"creal,oats,jams&honey",secrets protein bar-70g-banoffee pie,75.0,organic nation,70,1.0,2026-06-25,70.0
n33801900a,noon,grocery,"creal,oats,jams&honey",sidr mountain kashmir honey 400grams,750.0,organic nation,400,1.0,2026-06-25,400.0
n34912208a,noon,grocery,"creal,oats,jams&honey",oat bran stars 250grams,76.0,lino,250,1.0,2026-06-25,250.0
za89e8e7d6d3eb7e10b38z,noon,grocery,"creal,oats,jams&honey","spread white chocolate , 1kg",178.0,lavida,1000,1.0,2026-06-25,1000.0
zf0a5934a0f1cf47407f7z,noon,grocery,"creal,oats,jams&honey",clover blossom honey 250 gm,95.0,imtenan,250,1.0,2026-06-25,250.0
n29598755a,noon,grocery,"creal,oats,jams&honey",fichi fig jam 340grams,160.0,prima frutta,340,1.0,2026-06-25,340.0
z75d8e22ab01cfc620485z,noon,grocery,"creal,oats,jams&honey",peanut butter premium sauce 750 gm,169.2,asmacup,750,1.0,2026-06-25,750.0
n28907187a,noon,grocery,"creal,oats,jams&honey",high protein peanut butter 340grams,324.25,lino,340,1.0,2026-06-25,340.0
n27682639a,noon,grocery,"creal,oats,jams&honey",hero jam with black cherry flavor - light - 320grams,136.0,hero,320,1.0,2026-06-25,320.0
zed520f3ed156adf29d43z,noon,grocery,"creal,oats,jams&honey",honey with echinacea extract 180grams,107.0,imtenan,180,1.0,2026-06-25,180.0
zac8fc481705809a57d0az,noon,grocery,"creal,oats,jams&honey",3 zero protein parfacil 70g,272.0,zero,70,1.0,2026-06-25,70.0
z411bec597614085d203bz,noon,grocery,"creal,oats,jams&honey",ginkgo honey hexagonal 450grams,145.0,imtenan,450,1.0,2026-06-25,450.0
zbf2328cdf0a41794c5f9z,noon,grocery,"creal,oats,jams&honey",clover honey 450g,122.0,shana nature house,450,1.0,2026-06-25,450.0
z48758b3f2ca2e7d2eeefz,noon,grocery,"creal,oats,jams&honey",beeswax honey with nuts 500g,312.0,haj arafa,500,1.0,2026-06-25,500.0
z1c183d2d0500c3715c42z,noon,grocery,"creal,oats,jams&honey",manuka health-manuka honey mgo 115+ 250g,2299.0,manuka health new zealand ltd,250,1.0,2026-06-25,250.0
z2235554a2ee1aeadd34fz,noon,grocery,"creal,oats,jams&honey",coconut butter 375g bundle,970.0,healthy & tasty,375,1.0,2026-06-25,375.0
n27675268a,noon,grocery,"creal,oats,jams&honey",jam with orange flavor - 350grams,73.0,hero,350,1.0,2026-06-25,350.0
z9fe88a542270469f985dz,noon,grocery,"creal,oats,jams&honey",banana pillow 250 gram,84.0,kiddo,250,1.0,2026-06-25,250.0
z9c48b3cffaeb1845e750z,noon,grocery,"creal,oats,jams&honey",gotella fun chocolate spread with hazelnut 100 gm pack 12 pieces,295.0,gotella chocolate,1,1.0,2026-06-25,1200.0
zf20a9eb5c8a29ea58ec1z,noon,grocery,"creal,oats,jams&honey","Extra Crunchy Peanut Butter, 454g",324.0,Jeff,454,1.0,2026-06-25,454.0
zdb5cb324901cd73d317az,noon,grocery,"creal,oats,jams&honey",guilt free almond spread -200g-espresso creme,250.0,organic nation,200,1.0,2026-06-25,200.0
n52834424a,noon,grocery,"creal,oats,jams&honey",carrot jam 430grams single,55.0,vitrac,430,1.0,2026-06-25,430.0
n51182037a,noon,grocery,"creal,oats,jams&honey",protein bar banana with cashew bar 70grams,94.0,abu auf,70,1.0,2026-06-25,70.0
zadd964d14d2c9177bd80z,noon,grocery,"creal,oats,jams&honey",original chocolate spread 375 grams,300.0,healthy & tasty,375,1.0,2026-06-25,375.0
zc8cc6ee34d58af3f10efz,noon,grocery,"creal,oats,jams&honey",saegh black honey polyethylene 350 g,44.0,saegh,350,1.0,2026-06-25,350.0
n27747728a,noon,grocery,"creal,oats,jams&honey",crunchy banana chocolate bar 40grams,38.0,sante,40,1.0,2026-06-25,40.0
z3549a169acbbc335d888z,noon,grocery,"creal,oats,jams&honey",guilt free hazelnut butter with dark chocolate 200g,350.0,organic nation,200,1.0,2026-06-25,200.0
zaef2b27047b5dd4c4d87z,noon,grocery,"creal,oats,jams&honey",lotus biscoff spread 400g,576.0,lotus,400,1.0,2026-06-25,400.0
n52490736a,noon,grocery,"creal,oats,jams&honey",pure honey - 450g,148.25,isis,450,1.0,2026-06-25,450.0
n48663849a,noon,grocery,"creal,oats,jams&honey",blackcurrant jam spread 284grams,310.0,st.dalfour,284,1.0,2026-06-25,284.0
z2d1d1ce7ba8f5a8cbae4z,noon,grocery,"creal,oats,jams&honey",energy honey 500g,342.0,haj arafa,500,1.0,2026-06-25,500.0
zef2c1e26a57ad9400783z,noon,grocery,"creal,oats,jams&honey",natural marjoram honey 500g,195.0,haj arafa,500,1.0,2026-06-25,500.0
z5ea66725e647a6124da2z,noon,grocery,"creal,oats,jams&honey",al-nawara honey 500 grams - 100% natural from uni smart group,120.0,uni smart group,500,1.0,2026-06-25,500.0
n48663603a,noon,grocery,"creal,oats,jams&honey",breakfast cereals with oats 375grams,104.0,lino,375,1.0,2026-06-25,375.0
z8a5b6ff8de5765cac29bz,noon,grocery,"creal,oats,jams&honey",fig jam 190 grams,29.0,el bawadi,190,1.0,2026-06-25,190.0
za7ed371762d8c7d40e84z,noon,grocery,"creal,oats,jams&honey",gotella mini mango chocolate spread 30 gm pack 24 pieces,195.0,gotella chocolate,720,1.0,2026-06-25,720.0
n28940009a,noon,grocery,"creal,oats,jams&honey",orange fruit jam 284grams,310.0,st.dalfour,284,1.0,2026-06-25,284.0
n29761996a,noon,grocery,"creal,oats,jams&honey",vitrac raspberry jam - 430grams,73.0,vitrac,430,1.0,2026-06-25,430.0
n28909707a,noon,grocery,"creal,oats,jams&honey",white oats 500grams,115.0,green's,500,1.0,2026-06-25,500.0
z8fed04449815361dd037z,noon,grocery,"creal,oats,jams&honey",citrus blossom bee honey 950g,190.0,herbistice,950,1.0,2026-06-25,950.0
n29595083a,noon,grocery,"creal,oats,jams&honey",citrus honey - 650grams,219.0,hero,650,1.0,2026-06-25,650.0
z5b788cfb9ebd8cbe1b7fz,noon,grocery,"creal,oats,jams&honey",choco scopes - 250 grams,61.0,tolo,250,1.0,2026-06-25,250.0
n29595082a,noon,grocery,"creal,oats,jams&honey",hero clover honey - 650grams,219.0,hero,650,1.0,2026-06-25,650.0
z2a4970df5d11a95fa992z,noon,grocery,"creal,oats,jams&honey",natural clover honey 500g,157.0,haj arafa,500,1.0,2026-06-25,500.0
n42868130a,noon,grocery,"creal,oats,jams&honey",go on protein 50grams,105.0,sante,50,1.0,2026-06-25,50.0
z3882461dd0f3b7f43ec7z,noon,grocery,"creal,oats,jams&honey",yummies ginger and lemon spread 300g,75.0,el bawadi,300,1.0,2026-06-25,300.0
z57c3fc31b3fd56d97894z,noon,grocery,"creal,oats,jams&honey",quinoa seeds 400 gm,185.0,ma vie food,400,1.0,2026-06-25,400.0
n52490739a,noon,grocery,"creal,oats,jams&honey",pure marjoram honey - 250grams,111.0,isis,250,1.0,2026-06-25,250.0
z41346ab824df7d75c586z,noon,grocery,"creal,oats,jams&honey",cashew spread -275g.-lotus,295.0,organic nation,275,1.0,2026-06-25,275.0
ze55bafffdf1fec4d6488z,noon,grocery,"creal,oats,jams&honey",pack of 2 white honey with glass jar - 1 kg,205.0,sun garden,2,1.0,2026-06-25,2000.0
n28909106a,noon,grocery,"creal,oats,jams&honey",ginesing honey 250g,291.25,isis,250,1.0,2026-06-25,250.0
z7205c02b096c71c7e5d3z,noon,grocery,"creal,oats,jams&honey",granola bar apple and cinnamon 40g,41.0,lino,40,1.0,2026-06-25,40.0
n28940006a,noon,grocery,"creal,oats,jams&honey",black cherry fruit jam 284grams,239.0,st.dalfour,284,1.0,2026-06-25,284.0
n28909118a,noon,grocery,"creal,oats,jams&honey",royal jelly honey 250grams,330.0,isis,250,1.0,2026-06-25,250.0
z20f40b3311d4c3c046a6z,noon,grocery,"creal,oats,jams&honey","spread strawberry chocolate , 1kg",167.0,lavida,1000,1.0,2026-06-25,1000.0
z14d5620893a689d35c41z,noon,grocery,"creal,oats,jams&honey",gotella vegan chocolate spread with hazelnut 425 gm,95.0,gotella chocolate,425,1.0,2026-06-25,425.0
n27675266a,noon,grocery,"creal,oats,jams&honey",jam with strawberry flavor - 350grams,73.0,hero,350,1.0,2026-06-25,350.0
zd4a90268019395f2837bz,noon,grocery,"creal,oats,jams&honey",egyptian sidr mountain honey 500g,484.95,haj arafa,500,1.0,2026-06-25,500.0
zb407bc855ea597551478z,noon,grocery,"creal,oats,jams&honey",egyptian sidr mountain honey 500g,484.95,haj arafa,500,1.0,2026-06-25,500.0
z81ac19207e23742ab3f5z,noon,grocery,"creal,oats,jams&honey",orange crispy spread 300g,75.0,el bawadi,300,1.0,2026-06-25,300.0
z153c20433bd5d2a6ff97z,noon,grocery,"creal,oats,jams&honey",wildflower honey hexagonal 450grams,138.0,imtenan,450,1.0,2026-06-25,450.0
n43765118a,noon,grocery,"creal,oats,jams&honey",strawberry jam 1kg,93.75,add-me,1000,1.0,2026-06-25,1000.0
n28907196a,noon,grocery,"creal,oats,jams&honey",fruit puffs breakfast cereals with oats 250grams,76.0,lino,250,1.0,2026-06-25,250.0
z3a200d0c48470b3ad6c2z,noon,grocery,"creal,oats,jams&honey",corn flakes 250 gram,58.0,kiddo,250,1.0,2026-06-25,250.0
n34912221a,noon,grocery,"creal,oats,jams&honey",fruit puffs with oats 375grams,104.0,lino,375,1.0,2026-06-25,375.0
n28852314a,noon,grocery,"creal,oats,jams&honey",peanut butter crunchy 340grams,205.25,lino,340,1.0,2026-06-25,340.0
z939db65c8ae1550660edz,noon,grocery,"creal,oats,jams&honey",gum arabic honey 350 grams - 100% natural from uni smart group,85.0,uni smart group,350,1.0,2026-06-25,350.0
n52490740a,noon,grocery,"creal,oats,jams&honey",pure pollen grain honey – 250grams,97.75,isis,250,1.0,2026-06-25,250.0
z152ff23558c0f0e532d5z,noon,grocery,"creal,oats,jams&honey",yummies hazelnut spread 300g,203.0,el bawadi,300,1.0,2026-06-25,300.0
n27747711a,noon,grocery,"creal,oats,jams&honey",tropical fruits muesli 1kg,421.0,sante,1000,1.0,2026-06-25,1000.0
z4fe7667c198eb7f622bdz,noon,grocery,"creal,oats,jams&honey",keto double chocolate bar 60 grams bundle,250.0,healthy & tasty,320,1.0,2026-06-25,480.82792874896444
z43ce1837892439778c2bz,noon,grocery,"creal,oats,jams&honey",sugarcane serum 750 g - 100% natural from uni smart group,77.0,unismart_group,750,1.0,2026-06-25,750.0
zdc040cc16a63afc8ddafz,noon,grocery,"creal,oats,jams&honey",halawa spread 150 grams,37.25,el bawadi,150,1.0,2026-06-25,150.0
n44900089a,noon,grocery,"creal,oats,jams&honey",honey hunaja cheerios 375grams,156.0,nestle,375,1.0,2026-06-25,375.0
n34912209a,noon,grocery,"creal,oats,jams&honey",oat bran rings 250grams,76.0,lino,250,1.0,2026-06-25,250.0
ze426ec5a8eb2c35fdd66z,noon,grocery,"creal,oats,jams&honey",keto coconut chocolate bar 60 grams bundle,250.0,healthy & tasty,320,1.0,2026-06-25,480.82792874896444
z25dadb19c11c8ce5dbdcz,noon,grocery,"creal,oats,jams&honey",chocolate peanut butter 375g bundle,970.0,healthy & tasty,375,1.0,2026-06-25,375.0
z1043f437742f6454ecd6z,noon,grocery,"creal,oats,jams&honey",spring blossom honey 420 grams,108.25,el bawadi,420,1.0,2026-06-25,420.0
n29469995a,noon,grocery,"creal,oats,jams&honey",apricot jam 284grams,310.0,st.dalfour,284,1.0,2026-06-25,284.0
z31399f454202d9ff74ffz,noon,grocery,"creal,oats,jams&honey",herb flower (anise) honey 850 gm,265.0,zary,850,1.0,2026-06-25,850.0
z2e4ec66f35a0f6c92b35z,noon,grocery,"creal,oats,jams&honey",creamy peanut butter454g,480.0,jif,454,1.0,2026-06-25,454.0
n29595080a,noon,grocery,"creal,oats,jams&honey",hero clover honey - 365grams,114.0,hero,365,1.0,2026-06-25,365.0
n29782476a,noon,grocery,"creal,oats,jams&honey",vitrac creamy fig jam - 430grams,55.0,vitrac,430,1.0,2026-06-25,430.0
z2c24713af3dc43e68f93z,noon,grocery,"creal,oats,jams&honey",marjoram honey 500 grams - 100% natural from uni smart group,122.0,uni smart group,500,1.0,2026-06-25,500.0
n15224304a,noon,grocery,"creal,oats,jams&honey",hero jam with fig flavor - 350grams,73.0,hero,350,1.0,2026-06-25,350.0
n29779181a,noon,grocery,"creal,oats,jams&honey",greek forest honey 500grams,1021.0,fino,500,1.0,2026-06-25,500.0
z0938a8958ab556028d99z,noon,grocery,"creal,oats,jams&honey",anise honey 500 grams - 100% natural from uni smart group,130.0,uni smart group,500,1.0,2026-06-25,500.0
n29779101a,noon,grocery,"creal,oats,jams&honey",greek honey with flora and thyme 500grams,1225.0,attiki,500,1.0,2026-06-25,500.0
z006f12be30af90a52a55z,noon,grocery,"creal,oats,jams&honey",arabian wildflower honey 850 gm,815.0,zary,850,1.0,2026-06-25,850.0
z106c37c01956b74b52a3z,noon,grocery,"creal,oats,jams&honey",herb flower (anise) honey 450 gm,160.0,zary,450,1.0,2026-06-25,450.0
z4c36145082bfb39c9476z,noon,grocery,"creal,oats,jams&honey",summer flowers honey 450 gm,145.0,zary,450,1.0,2026-06-25,450.0
zc74888edbb306a3c9b6bz,noon,grocery,"creal,oats,jams&honey",pistachio butter 210g bundle,1270.0,healthy & tasty,320,1.0,2026-06-25,480.82792874896444
z1cf4fa91d85707accc14z,noon,grocery,"creal,oats,jams&honey",black seed flower honey 950g,240.0,shana nature house,950,1.0,2026-06-25,950.0
zd0e6067724bb078b1cc9z,noon,grocery,"creal,oats,jams&honey",herbistice natural bee honey citrus flowers 500g,140.0,herbistice,500,1.0,2026-06-25,500.0
z27703266f64b86e731c9z,noon,grocery,"creal,oats,jams&honey",high protein peanut butter 375g bundle,1050.0,healthy & tasty,250,1.0,2026-06-25,250.0
z706905ceed03d3e6b607z,noon,grocery,"creal,oats,jams&honey",gotella white chocolate spread 425 gm,95.0,gotella chocolate,425,1.0,2026-06-25,425.0
zee7060668c69d909e59bz,noon,grocery,"creal,oats,jams&honey",clover flowers honey 850 gm,250.0,zary,850,1.0,2026-06-25,850.0
n51181869a,noon,grocery,"creal,oats,jams&honey",honey - medium squeeze 270grams,624.0,fino,270,1.0,2026-06-25,270.0
n28940008a,noon,grocery,"creal,oats,jams&honey",red berries fruit jam 284grams,310.0,st.dalfour,284,1.0,2026-06-25,284.0
z45788582c91fd52e467ez,noon,grocery,"creal,oats,jams&honey",manuka health-manuka honey mgo 400+ 250g,3699.0,manuka health new zealand ltd,250,1.0,2026-06-25,250.0
n29594894a,noon,grocery,"creal,oats,jams&honey",greek honey jar 250grams,737.0,attica,250,1.0,2026-06-25,250.0
n27747764a,noon,grocery,"creal,oats,jams&honey",crispy oat & honey granola bar 40grams,42.0,sante,40,1.0,2026-06-25,40.0
z4ef37baecdad510682dbz,noon,grocery,"creal,oats,jams&honey",caesar honey 350 grams - 100% natural from uni smart group,135.0,uni smart group,350,1.0,2026-06-25,350.0
zda3eb1dd82adeb9b92a4z,noon,grocery,"creal,oats,jams&honey",natural black seed bee honey 500g,140.0,herbistice,500,1.0,2026-06-25,500.0
za635298389a212a4b613z,noon,grocery,"creal,oats,jams&honey",anise wonder bee honey 950 gm,185.0,wonder bee honey,950,1.0,2026-06-25,950.0
zd892c0855666516319f0z,noon,grocery,"creal,oats,jams&honey",gotella mango chocolate spread 425 gm,95.0,gotella chocolate,425,1.0,2026-06-25,425.0
n42554196a,noon,grocery,"creal,oats,jams&honey",hero citrus honey - 225grams,72.0,hero,225,1.0,2026-06-25,225.0
z90814dab508e00ce0895z,noon,grocery,"creal,oats,jams&honey",children's chocolate spread 375 grams bundle,850.0,healthy & tasty,375,1.0,2026-06-25,375.0
z9af95b545aad05a6cf65z,noon,grocery,"creal,oats,jams&honey",fenugreek honey 350 g - 100% natural from uni smart group,100.0,uni smart group,350,1.0,2026-06-25,350.0
n38731558a,noon,grocery,"creal,oats,jams&honey",strawberry jams 370grams,365.0,bonne maman,370,1.0,2026-06-25,370.0
z1541941c3e313bc2f9afz,noon,grocery,"creal,oats,jams&honey","clover blossom honey from ahla seha - 865g - 100% natural, rich in vitamins and minerals",201.0,ahla seha,865,1.0,2026-06-25,865.0
n25262585a,noon,grocery,"creal,oats,jams&honey",jam with mixed fruits flavor - 350grams,73.0,hero,350,1.0,2026-06-25,350.0
n27747723a,noon,grocery,"creal,oats,jams&honey",protein go on cranberry chocolate bar 50grams,75.0,sante,50,1.0,2026-06-25,50.0
zd912451ddf231af3a1baz,noon,grocery,"creal,oats,jams&honey",nutmeg honey 350 g - 100% natural from uni smart group,95.0,uni smart group,350,1.0,2026-06-25,350.0
n29012952a,noon,grocery,"creal,oats,jams&honey",clover honey 250grams,76.5,al shifa,250,1.0,2026-06-25,250.0
z22f9e1452c8f553abc9az,noon,grocery,"creal,oats,jams&honey",gotella lava mango chocolate spread with crunchy biscuits 60 gm pack 12 pieces,195.0,gotella chocolate,720,1.0,2026-06-25,720.0
n29779471a,noon,grocery,"creal,oats,jams&honey",fig jam 230grams,35.0,vitrac,230,1.0,2026-06-25,230.0
n52188263a,noon,grocery,"creal,oats,jams&honey",hero spring blossom honey - 365grams,130.25,hero,365,1.0,2026-06-25,365.0
n29779246a,noon,grocery,"creal,oats,jams&honey",black seed honey 800g,288.25,isis,800,1.0,2026-06-25,800.0
zdc51fa1cfacce7f51eddz,noon,grocery,"creal,oats,jams&honey",peanut butter 375g bundle,850.0,healthy & tasty,375,1.0,2026-06-25,375.0
zfd385eb022555db39dd0z,noon,grocery,"creal,oats,jams&honey","clover blossom honey from ahla seha - 450g - 100% natural, rich in vitamins and minerals, beneficial for diabetics, ideal for healthy sweetening and snacks",121.0,ahla seha,450,1.0,2026-06-25,450.0
zd8790ff7c42320b749a6z,noon,grocery,"creal,oats,jams&honey",honey cinnamon syrup - 100% natural from uni smart group,62.0,uni smart group,320,1.0,2026-06-25,480.82792874896444
