sku,source,category,sub_category,product_name,price,brand,item_weight,unit_count,number_of_items,package_weight,rating,rating_count,Unnamed: 4,date
,noon,Grocery,Dairy Cheese and Eggs,Almarai Long Life Full Fat Milk (4*1 Liter),107.0,Almarai,1 Liter,6.0,6.0,,3.7,5.0,,2026-06-25
,noon,Grocery,Dairy Cheese and Eggs,Full Cream Milk Powder 250grams,269.0,Miro,250 grams,,,,4.4,154.0,,2026-06-25
,noon,Grocery,Dairy Cheese and Eggs,Full Cream Milk 1Liters Pack of 6,107.0,Almarai,1 Liters,6.0,6.0,,4.8,25.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Peeled Wheat 500grams,120.0,AL DOHA,500 grams,,,,4.4,52.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Basmati Rice 5kg,120.0,Shahy,5 kg,,,,3.6,11.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice","Rice , sugar and spices",120.0,Saltana,Medium Grain,13.0,13.0,,3.8,13.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",White Rice 5 kg,120.0,Haboba,5 kg,,,,4.1,608.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",White Beans 500grams,120.0,Haboba,500 grams,,,,4.4,91.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Mr. Food Bulgur - 500g.,120.0,Mr. Food,500 grams,8.0,8.0,,3.5,30.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Easy Rice 330g,120.0,AL DOHA,330 grams,,,,4.6,45.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Freekeh 500 grams,120.0,Ragab El Attar,500 grams,,,,4.6,14.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Premium Egyptian White Rice 5kg Single,120.0,Zamzam,5 kg,,,,4.5,94.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Bulgur 500grams,120.0,Rehana,500 grams,,,,4.2,56.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Egyptian Lobia 500grams,120.0,Haboba,500 grams,,,,4.4,128.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Egyptian White Rice 1kg,120.0,Rehana,1 kg,,,,4.6,674.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Basmati Rice 1kg,120.0,Zamzam,1 kg,,,,4.5,62.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",White Beans 250 grams,120.0,Afandy,250 grams,,,,4.2,6.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Xxxl Super Basmati Rice 1K,120.0,Taj Mahal,1,,,,5.0,2.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",golden basmati rice 1kg,120.0,Ragab El Attar,1kg,,,,4.0,17.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Bulgur Wheat 500grams,120.0,AL DOHA,500 grams,,,,4.7,41.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Rice 1kg,120.0,Ala Ad Eleed,1 kg,,,,3.7,196.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Indian Basmati Rice 1kg,120.0,507 Gold,1 kg,,,,4.7,6.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Basmatti Sella Rice Golden Indian 4 kg + kabsa spices 100 gm,120.0,Saltana,4 kg,,,,4.6,10.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Rice 5kg,120.0,Ala Ad Eleed,5 kg,,,,3.3,126.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",White Rice 5kg,120.0,Shahy,5 kg,,,,4.3,13.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Excellent Egyptian Rice 1kg Single,120.0,Elmatbakh Elmasry,1 kg,,,,4.8,53.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Egyptian white rice - 1k,120.0,FOOD LAND,Medium Grain,,,,4.1,101.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Brown Lentils 500grams,120.0,Haboba,500 grams,,,,4.4,145.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Basmatti Sella Rice Golden Indian 2 kg,120.0,Saltana,2 kg,,,,4.3,78.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Golden Basmati Rice 1kg,120.0,Mr. Food,1 kg,,,,4.2,119.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Egyptian Fava Beans 500grams,120.0,Haboba,500 grams,,,,3.7,182.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Dry Freekeh - 500g.,120.0,Mr. Food,500 grams,,,,3.5,58.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",White Rice 1kg,120.0,Fagr,1 kg,,,,3.6,212.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Yellow Lentils 500grams,120.0,Haboba,500 grams,,,,4.4,179.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Premium Egyptian White Rice 5kg,120.0,Mr. Food,5 kg,,,,4.3,141.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",White Rice 5kg,120.0,Fagr,5 kg,,,,3.9,42.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Yellow Lentil Beans 500grams,120.0,AL DOHA,500 grams,,,,4.4,40.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Hunza Indian Brown Basmati Rice 1kg – Long Grain Whole Grain | High Fiber | Ideal for Weight Loss & Athletes | 100% Natural,120.0,hunza,1kg,,,,5.0,3.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Brown Rice 500grams,120.0,Sonbolat Elforat,500 grams,,,,3.8,13.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Lupin Beans 500grams,120.0,Fagr,500 grams,8.0,8.0,,3.7,3.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Excellent Egyptian Rice 5kg,120.0,Elmatbakh Elmasry,5 kg,,,,4.7,68.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Egyptian White Rice 5kg,120.0,Rehana,5 kg,,,,4.6,896.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",White Beans 15% Discount 500grams,120.0,Rehana,500 grams,,,,4.7,40.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice","ABU KASS Punjabi Amber Indian White Basmati Rice – 5 KG | Premium Long-Grain Aromatic Rice | Perfect for Daily Cooking, Family Meals & Special Occasions",120.0,Abu Kass,5 KG,,,,5.0,,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice","Abu Kass Indian Mazza Basmati Rice, 1kg | Premium Long Grain Rice | Aromatic & Fluffy",120.0,Abu Kass,1kg,1.0,1.0,,4.5,2.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Egyptian White Rice 1kg,107.0,AL DOHA,1 kg,,,,4.4,790.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice","بوكس التوفير ( ريحانة أرز فاخر 1 كجم ريحانة أرز جاسمين 1 كجم ريحانة سكر 1 كجم ريحانة دقيق فاخر 1 كجم ريحانة فول تدميس بلدي 500 جم ريحانة فريك 500 جم ريحانة فلفل أحمر مطحون (بابريكا مدخن) 20 جم ريحانة فلفل أسود مطحون 20 جم ريحانة خلطة بهارات مطحونة 20 جم ريحانة شطة بلدى مطحونة 20 جم ريحانة قرفة مطحونة 20 جم ريحانة ملاحة توابل شرق اقصى ريحانة ملاحة مرقة فراخ ريحانة زيت دوار الشمس 0,7 لتر ريحانة خل طبيعي 1 لتر ريجينا مكرونة اسباجتى 400 جم ريجينا مكرونة فرن (قلم)400 جم شعرية ريجينا 400 جم ) 9.15 كجم",107.0,ريحانة,9.15 كيلوجرام,18.0,18.0,,4.7,29.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",White Egyptian Rice 1kg Single,107.0,Dayma,1 kg,,,,4.9,12.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Basmati Rice 2kg,107.0,Abu Kass,2 kg,6.0,6.0,,4.7,79.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Golden Thai Long Grain Rice Jar - 1 Kg,107.0,Mr. Food,1 kg,,,,4.4,34.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Egyptian Rice 5kg,107.0,El Tikya,5 kg,,,,3.3,133.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Chick Peas 500grams,107.0,Rehana,500 grams,,,,4.3,26.0,,2026-06-25
,noon,Grocery,"Dried Beans, Grains and Rice",Egyptian White Rice 5kg,107.0,AL DOHA,5 kg,,,,4.5,639.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Whole Beans Cardamom 40grams,100.0,AL DOHA,40 grams,,,,4.7,25.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Chios Mistaka 10g,100.0,Chios Mastic,10g,,,,4.2,17.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Tandoori Chicken Seasoning,100.0,Brava,35,,,,4.3,4.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Cloves Shaker 30grams,100.0,Dayma,30 grams,,,,5.0,7.0,,2026-06-25
,noon,Grocery,Herbs&Spices,"Seven Spice Chicken Stock Cubes, 48 ​​Cubes - Esnad",100.0,Esnad,90g,48.0,48.0,,4.6,,,2026-06-25
,noon,Grocery,Herbs&Spices,Roasted Chicken 50g – Pack of 6,108.0,Weals Food,50,6.0,6.0,,3.0,,,2026-06-25
,noon,Grocery,Herbs&Spices,"Savorya Fine Ground Cumin Powder – 200g | Natural Spice for Cooking, Seasoning & Middle Eastern Recipes",100.0,Savorya,Fine Ground Cumin Powder – 200g grams,,,,3.9,18.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Himalaya Salt 1kg,100.0,Ragab El Attar,1kilo,,,,4.2,18.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Garlic powder 100 grams,45.0,Ragab El Attar,100 g,,,,4.6,18.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Flaxseed 150 gm,100.0,ZARY,150 grams,,,,4.3,17.0,,2026-06-25
,noon,Grocery,Herbs&Spices,cloves 50 gm,100.0,Saltana,50 g,,,,4.7,9.0,,2026-06-25
,noon,Grocery,Herbs&Spices,All purpose Seasoning 250grams,105.0,Vegeta,250 grams,,,,5.0,8.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Kabsa Spices 100 gm,135.0,ZARY,100 grams,,,,4.6,5.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Wafery Fenugreek 250 gm,108.0,ZARY,250 grams,,,,4.8,12.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Black seeds 200 grams,108.0,Ragab El Attar,200 g,,,,4.8,20.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Burger Mix Spices 30grams,165.0,Maggi,30 grams,,,,4.7,59.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Ragab ELattar Mistaka 20g,69.0,Chios Mastic,20g,,,,4.4,58.0,,2026-06-25
,noon,Grocery,Herbs&Spices,FAYFA Ispaghula Seeds Psyllium Seeds 150g,108.0,FAYFA,150g,,,,5.0,1.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Maggi Vegetable Bouillon 72grams Pack of 8,107.0,Maggi,72 grams,8.0,8.0,,4.3,39.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Seven Spices 35g,108.0,Abu Auf,35 grams,,,,4.4,35.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Pistachio Vanilla Matcha Masala 125g,107.0,Dr. Baby,125,,,,3.4,5.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Potato Spices 85g,108.0,Saltana,85 grams,,,,4.3,36.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Wafery Flaxseed 250 gm,53.0,ZARY,250 grams,,,,4.3,34.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Saffron Rice Spices 110g,108.0,Haj Arafa,110,,,,5.0,3.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Cheesy Bechamel 60g – Pack of 6,108.0,Weals Food,60,6.0,6.0,,5.0,,,2026-06-25
,noon,Grocery,Herbs&Spices,Tea with Pineapple and Lemon Antioxidant for Weight Loss and Fat Burning - 20 Bags,107.0,Matcha Premium Japanese,500g,20.0,20.0,,4.6,10.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Savurya Black Seed (Nigella Sativa) – Premium Quality Herbal Seeds – 150g Jar for Natural Wellness & Immune Support,69.0,Savorya,Black Seed 150g Jar grams,,,,3.9,18.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Natural Licorice Root Herb – 280g | Naturally Sweet Flavor & Multi-Use,108.0,Spicekick,280g,,,,4.3,,,2026-06-25
,noon,Grocery,Herbs&Spices,Smoked Paprika 35g,45.0,Abu Auf,35 grams,,,,4.5,34.0,,2026-06-25
,noon,Grocery,Herbs&Spices,"Savoria Organic and Pure Cinnamon Sticks for Cooking, Baking, Drinks and Flavorings, 90g",45.0,Savorya,Cinnamon Sticks for Cooking 90g grams,,,,3.9,18.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Fine black pepper 85 gm,45.0,Ragab El Attar,85 g,,,,4.6,20.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Sesame 100 gm,53.0,ZARY,100 grams,,,,4.4,28.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Seven Spices 70grams,108.0,Abu Auf,70 grams,,,,4.6,54.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Star Anise 70gm,108.0,Imtenan,70 grams,,,,4.1,12.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Savorya 7 Spices - 100% Natural Middle Eastern Spice Blend for Cooking & Grilling - 200g Jar,108.0,Savorya,7 Spices 200g Jar kg,,,,3.9,18.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Pure Moringa Powder - 50 gm,108.0,Dhyaan House,50 g,,,,4.0,70.0,,2026-06-25
,noon,Grocery,Herbs&Spices,"Qassim Saffron Mixture for Arabic Coffee, 125g",108.0,AL QASSIM,125 جرام من الخلطة grams,,,,4.2,6.0,,2026-06-25
,noon,Grocery,Herbs&Spices,سمسم محمص طبيعي من سافوريا - 150 جرام - حبوب كاملة عالية الجودة ومقرمشة,53.0,سافوريا,Roasted Sesame Seeds - 150g كيلوجرام,,,,3.9,18.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Curry Powder 75grams,36.0,Abu Auf,75 grams,,,,4.6,21.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Chicken broth 85 grams,108.0,Spicekick,85 g,,,,4.0,1.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Mix Grill 50g – Pack of 6,108.0,Weals Food,50,6.0,6.0,,3.0,,,2026-06-25
,noon,Grocery,Herbs&Spices,Oriental Gum 80 Gm,53.0,Abu Auf,80 G,,,,5.0,9.0,,2026-06-25
,noon,Grocery,Herbs&Spices,"Savorya Natural Whole Cumin Seeds - Pure & Aromatic Spices - Premium Quality Airtight Jar (Specify Weight, e.g., 200g)",69.0,Savorya,Whole Cumin Seeds - Pure & Aromatic Spices 200g kg,,,,3.9,18.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Coriander Powder 20grams,108.0,Rehana,20 grams,,,,4.7,21.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Shawarma Mix - 30g,45.0,Maggi,30 grams,1.0,1.0,,4.6,64.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Bread Crumbs 300grams,53.0,AL DOHA,300 grams,,,,4.7,91.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Hawawshi Mix Spices 35grams,165.0,Maggi,35 grams,,,,4.8,63.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Wafery Sesame 250 gm,108.0,ZARY,250 grams,,,,4.2,32.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Savorya Natural Whole Black Pepper Corns - 100% Pure & Aromatic Spices - 200g Jar,108.0,Savorya,200g,,,,5.0,2.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Kofta Mix 35grams,108.0,Maggi,35 grams,,,,4.8,75.0,,2026-06-25
,noon,Grocery,Herbs&Spices,AL ALALI Chicken Cubes – 24 Count | Rich & Flavorful Chicken Stock Cubes for Cooking,826.0,Al Alali,,24.0,24.0,,4.6,,,2026-06-25
,noon,Grocery,Herbs&Spices,فولفيك أسيد الهيمالايا هو نفسه شيلاجيت الهيمالايا الغني بالمعادن - تركيز 2% - أكثر من 84 معدنًا,53.0,generic,50 g,,,,5.0,1.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Chicken Lebanese Mashawy 30grams,108.0,Maggi,30 grams,,,,4.6,68.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Fine Himalayan Salt 650 grams,108.0,Imtenan,650 grams,,,,4.8,37.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Fries Seasoning 25 grams,69.0,AL DOHA,25 grams,,,,4.1,32.0,,2026-06-25
,noon,Grocery,Herbs&Spices,Bechamel Mix Spices 70grams,45.0,Maggi,70 grams,,,,4.5,65.0,,2026-06-25
,noon,Grocery,Herbs&Spices,"Greek mastic, Chios Island, 10 grams",107.0,eama,10 g,,,,3.0,,,2026-06-25
,noon,Beverages,juice,Classic Orange Juice 1Liters,517.0,Juhayna,1 Liters,,,,4.2,30.0,,2026-06-25
,noon,Beverages,juice,Gold Red Grape Sparkling Fruit Juice 250 ml,517.0,may,250,,,,5.0,2.0,,2026-06-25
,noon,Beverages,juice,Mango Juice 1Liters,107.0,Juhayna,1 Liters,,,,4.1,24.0,,2026-06-25
,noon,Beverages,juice,Pure Mango And Peach Juice 1Liters,107.0,Juhayna,1 Liters,,,,4.6,14.0,,2026-06-25
,noon,Beverages,juice,Doum Juice 1Liters,485.0,ISIS,1 Liters,,,,5.0,2.0,,2026-06-25
,noon,Beverages,juice,Mango juice 300g,107.0,BONA,300,,,,4.2,5.0,,2026-06-25
,noon,Beverages,juice,Ship Brand Original Tamarind Paste - Value Pack of 6 (6 x 150g) | Natural & Pure for Refreshing Drinks and Gourmet Recipes,517.0,Ship,150g,6.0,6.0,,,,,2026-06-25
,noon,Beverages,juice,Pinacolada Fruit Drink- 1 Liters,37.0,Juhayna,1 Liters,,,,4.5,15.0,,2026-06-25
,noon,Beverages,juice,Tamr-Hendi 1Liters,107.0,ISIS,1 Liters,,,,4.4,,,2026-06-25
,noon,Beverages,juice,Natch Pineapple Natural punch 40g,517.0,CHEW CHEW,40,,,,5.0,2.0,,2026-06-25
,noon,Beverages,juice,Natural Hibiscus Juice,107.0,ISIS,250 ml,,,,4.4,,,2026-06-25
,noon,Beverages,juice,Dreem Fruty Orange Flavor Soft Drink Powder - 750g,517.0,Dreem,750g,,,,4.5,,,2026-06-25
,noon,Beverages,juice,Strawberry juice 300g,517.0,BONA,300,,,,4.7,3.0,,2026-06-25
,noon,Beverages,juice,Peach Juice 400 grams,484.0,Haj Arafa,400 grams,,,,4.3,3.0,,2026-06-25
,noon,Beverages,juice,Orange Juice 400 grams,517.0,Haj Arafa,400 grams,2.0,2.0,,4.6,4.0,,2026-06-25
,noon,Beverages,juice,Yalla Smoozy Pink lemonade box 10 Sachets,485.0,noon,90g,10.0,10.0,,5.0,1.0,,2026-06-25
,noon,Beverages,juice,Tamarind Juice 300g,79.25,BONA,300,,,,3.6,6.0,,2026-06-25
,noon,Beverages,juice,Hibiscus Juice 1Liters,107.0,ISIS,1 Liters,,,,4.5,2.0,,2026-06-25
,noon,Beverages,juice,Mon Cherry Fruit Drink- 1 Liters,107.0,Juhayna,1 Liters,,,,4.2,10.0,,2026-06-25
,noon,Beverages,juice,Mogu Mogu Blackcurrant Juice with Nata de Coco – 320ml (Pack of 3) – Refreshing Berry Drink with Chewy Coconut Jelly Pieces – Snack in a Drink,107.0,Mogu Mogu,320 ml Blackcurrant,3.0,3.0,,,,,2026-06-25
,noon,Beverages,juice,Natch Cherry Natural fruit punch 40g,280.0,CHEW CHEW,40,10.0,10.0,,2.3,3.0,,2026-06-25
,noon,Beverages,juice,Yalla Smoozy Mixed Berries box 10 Sachets,107.0,noon,500g,2.0,2.0,,3.0,,,2026-06-25
,noon,Beverages,juice,Juice Promo 5+1- Apple 235 ml Pack of 6,107.0,Beyti,235 ml,6.0,6.0,,3.7,6.0,,2026-06-25
,noon,Beverages,juice,Sun Top Mixed Berry Juice - Pack of 6 - 250ml,107.0,Suntop,250ml,6.0,6.0,,4.6,,,2026-06-25
,noon,Beverages,juice,Natch Pomegranate Natural fruit punch 40g,107.0,CHEW CHEW,40,,,,3.6,,,2026-06-25
,noon,Beverages,juice,Qamar Al-Din Juice 300g,107.0,BONA,300,,,,4.0,5.0,,2026-06-25
,noon,Beverages,juice,Apple Juice 400 grams,280.0,Haj Arafa,400 grams,10.0,10.0,,5.0,4.0,,2026-06-25
,noon,Beverages,juice,عصير فواكه كي دي دي – مزيج المانجو والعنب | مشروب عصير منعش بنكهة فواكه لذيذة وطبيعي عبوه واحده ة,107.0,كي دي دي,500g,12.0,12.0,,4.5,,,2026-06-25
,noon,Beverages,juice,Bestsoy Corn Soya Bean Drink – 320ml (Pack of 6) – Nutritious Plant-Based Milk Alternative – Creamy Soy & Sweet Corn Blend – Refreshing High-Protein Beverage,107.0,bestsoy,320ml,6.0,6.0,,,,,2026-06-25
,noon,Beverages,juice,Natural Tamarind Juice 250 ml,107.0,ISIS,250 ml,,,,5.0,2.0,,2026-06-25
,noon,Beverages,juice,Pineapple Juice 400 grams,280.0,Haj Arafa,400 grams,10.0,10.0,,4.2,,,2026-06-25
,noon,Beverages,juice,"MOGU MOGU Passion Fruit Drink with Nata De Coco, Refreshing Tropical Beverage with Chewy Coconut Bits, 320ml (Pack of 3)",107.0,Mogu Mogu,320 ml Passion ml,3.0,3.0,,,,,2026-06-25
,noon,Beverages,juice,Natural Doum Juice,107.0,ISIS,250 ml,,,,4.4,,,2026-06-25
,noon,Beverages,juice,Gold Sparkling Fruit Juice White Grape Flavour 750ml,107.0,may,750 ml,,,,4.3,5.0,,2026-06-25
,noon,Beverages,juice,"MOGU MOGU Mango Flavored Drink With NATA DE COCO, Chewy Tropical Beverage, 3 x 320ml",107.0,Mogu Mogu,320ml Mango ml,,,,,,,2026-06-25
,noon,Beverages,juice,Mogu Mogu Pineapple Juice with Nata de Coco – 320ml (Pack of 3) – Refreshing Tropical Drink with Chewy Coconut Jelly Pieces,107.0,Mogu Mogu,320 ml Pineapple,3.0,3.0,,,,,2026-06-25
,noon,Beverages,juice,مشروب عصير الربيع، نكهة الكيوي والليمون المنعشة، عبوة من 3 × 185 مل,107.0,الربيع,سعة كل علبة 185 مل.,3.0,3.0,,3.0,,,2026-06-25
,noon,Beverages,juice,Yalla Smoozy Mojito box 10 Sachets,107.0,noon,500g,10.0,10.0,,5.0,3.0,,2026-06-25
,noon,Beverages,juice,Classic Apple And Pear Juice 1Liters,107.0,Juhayna,1 Liters,,,,4.6,16.0,,2026-06-25
,noon,Beverages,juice,Pineapple juice 300g,107.0,BONA,300,,,,3.0,5.0,,2026-06-25
,noon,Beverages,juice,Classic Apple Juice 1Liters,280.0,Juhayna,1 Liters,10.0,10.0,,4.3,41.0,,2026-06-25
,noon,Beverages,juice,Classic Red Grapes Juice 1Liters,280.0,Juhayna,1 Liters,10.0,10.0,,4.1,32.0,,2026-06-25
,noon,Beverages,juice,"KDD 100% Pure Apple Juice, No Added Sugar/Preservatives, Natural Sweet Taste, Pack of 3 x 180ml",107.0,KDD,180ml,3.0,3.0,,3.0,,,2026-06-25
,noon,Beverages,juice,Concentrated Orange Juice Powder - 20 Sachets - 10 Gram,107.0,5 minutes,10,20.0,20.0,,5.0,,,2026-06-25
,noon,Beverages,juice,Lemon Mint Juice 400 grams,107.0,Haj Arafa,400 grams,,,,1.8,4.0,,2026-06-25
,noon,Beverages,juice,Basil Seed Red Apple 290ml,107.0,Free Go,290 ml,,,,2.0,4.0,,2026-06-25
,noon,Beverages,juice,"Alrai Apple & Grape Juice Drink 125ml, Mixed Fruit Juice Beverage, Convenient Kids Juice Pack, Pack of 6",107.0,Al Rai,125ml,6.0,6.0,,,,,2026-06-25
,noon,Beverages,juice,Natch Strawberry Natural Juice Shots 40g,107.0,CHEW CHEW,40,,,,3.6,,,2026-06-25
,noon,Beverages,juice,Mango Juice 400 grams,107.0,Haj Arafa,400 grams,,,,4.0,2.0,,2026-06-25
,noon,Beverages,juice,Pure Apple Juice 1Liters,107.0,Juhayna,1 Liters,,,,4.2,21.0,,2026-06-25
,noon,Grocery,oils,Corn Oil 3.5Liters,269.0,Crystal,3.5 Liters,,,,4.6,296.0,,2026-06-25
,noon,Grocery,oils,Yellow Vegetable Ghee 2.5kg,269.0,Crystal,2.5 kg,,,,4.3,185.0,,2026-06-25
,noon,Grocery,oils,Extra Virgin Olive Oil - 1Liters,269.0,Iliada,1 Liters,,,,5.0,1.0,,2026-06-25
,noon,Grocery,oils,Corn Oil 2.2Liters,269.0,Afia,2.2 Liters,,,,4.6,496.0,,2026-06-25
,noon,Grocery,oils,Organic Apple cider vinegar 295ml with the mothers,269.0,Bragg,295 ml,,,,4.3,51.0,,2026-06-25
,noon,Grocery,oils,Natural Apple Vinegar - 300 Ml,269.0,Negmet El Zeitoun,300 Ml,1.0,1.0,,4.5,356.0,,2026-06-25
,noon,Grocery,oils,Sunflower Oil 5Liters,269.0,Crystal,5 Liters,,,,4.6,1338.0,,2026-06-25
,noon,Grocery,oils,Sunflower Oil 2.25Liters,269.0,Al-Asil,2.25 Liters,,,,4.3,163.0,,2026-06-25
,noon,Grocery,oils,Sunflower Oil 2.2Liters,269.0,Crystal,2.2 Liters,,,,4.7,557.0,,2026-06-25
,noon,Grocery,oils,Mixed Oil 2.5 liters,269.0,El Momtaz,2.5 liter,,,,4.4,67.0,,2026-06-25
,noon,Grocery,oils,Extra Virgin Olive Oil 2Liters,269.0,Wadi Food,2 Liters,,,,3.7,6.0,,2026-06-25
,noon,Grocery,oils,Extra Virgan Olive Oil 1L,269.0,Nuri,1L,,,,4.3,3.0,,2026-06-25
,noon,Grocery,oils,Organic Apple Cider Vinegar 250ml,269.0,Imtenan,250 ml,,,,3.9,25.0,,2026-06-25
,noon,Grocery,oils,New Zealand Butter Flavored Ghee Super 1.5 kg,269.0,Ganna,1.5 kg,,,,4.5,67.0,,2026-06-25
,noon,Grocery,oils,Sunflower Oil 2.25Liters,269.0,Halla,2.25 Liters,,,,4.6,162.0,,2026-06-25
,noon,Grocery,oils,Butter spray low calorie 200ml,269.0,Spritz,200ml,4.0,4.0,,4.9,9.0,,2026-06-25
,noon,Grocery,oils,Mixed Oil 4.5Liters,269.0,Qaleya,4.5 Liters,,,,4.7,374.0,,2026-06-25
,noon,Grocery,oils,SunFlower Oil 2.1Liters,269.0,Slite,2.1 Liters,,,,4.6,304.0,,2026-06-25
,noon,Grocery,oils,Al Tayebat Pure Organic Apple Vinegar 330ml Raw Unfiltered,269.0,altayebat,330ml,,,,4.0,25.0,,2026-06-25
,noon,Grocery,oils,Natural Virgin Coconut Oil 400g,269.0,Elhawag,400 grams,1.0,1.0,,3.7,25.0,,2026-06-25
,noon,Grocery,oils,Mixed Oil 4.5Liters,269.0,Helwa,4.5 Liters,,,,4.5,864.0,,2026-06-25
,noon,Grocery,oils,Ghee 700grams,269.0,Ganna,700 grams,,,,4.6,86.0,,2026-06-25
