sku,source,category,sub_category,product_type,product_name,brand,price,price_per_unit,number_of_items,item_weight_grams,date
ZE539E9E9F187FAA7042EZ,noon,Grocery,Dairy Cheese and Eggs,Milk,Almarai - Natural Skimmed Cow's Milk - Economy Pack (4 x 1 Liter),Pastures,360.0,90.0,4.0,1000.0,2026-05-25
N28853934A,noon,Grocery,Dairy Cheese and Eggs,Milk,Full cream milk powder 100 grams,Miro,52.0,26.0,2.0,100.0,2026-05-25
ZF5D5F5F2CBC64762ADA4Z,noon,Grocery,Dairy Cheese and Eggs,Milk,Full cream milk powder 1600 grams,Maura,733.0,366.5,2.0,1600.0,2026-05-25
Z5A856B0BDDAEDE278BF0Z,noon,Grocery,Dairy Cheese and Eggs,Milk,2 Puck sterilized white cream 160 grams,Book,320.0,160.0,2.0,160.0,2026-05-25
N35900974A,noon,Grocery,Dairy Cheese and Eggs,Milk,Golden milk powder 300 grams,Maura,213.0,106.5,2.0,300.0,2026-05-25
ZE3244B158CAD51EC3168Z,noon,Grocery,Tea,Tea,Rabea Al-Aqwa soft black tea 100 grams,Rabea tea,55.0,4.5833,12.0,100.0,2026-05-25
ZF071A2C56342FC5ED811Z,noon,Grocery,Tea,Tea,Ahmed Tea green tea with mint leaves 250 grams,Thank you!,269.0,13.45,20.0,250.0,2026-05-25
Z562DE90A73CDC375D5B5Z,noon,Grocery,Tea,Tea,"English black tea No. 1 from Ahmed Tea, 25 bags",Thank you!,95.0,3.8,25.0,500.0,2026-05-25
Z932ED73C014148F4695FZ,noon,Grocery,Tea,Tea,"Ahmed Tea English Tea No. 1, unbranded, 100 bags",Thank you!,199.0,1.99,100.0,500.0,2026-05-25
ZB9E25220AF086710DBB7Z,noon,Grocery,Tea,Tea,Ahmed Tea Decaf Evening Tea - 20 bags,Thank you!,169.0,8.45,20.0,500.0,2026-05-25
N28853933A,noon,Grocery,Dairy Cheese and Eggs,Milk,Full cream milk powder 250 grams,Miro,98.5,49.25,2.0,250.0,2026-05-25
Z46A47C84E70A5E2589A0Z,noon,Grocery,Dairy Cheese and Eggs,Milk,Full cream milk powder 1600 grams,Maura,733.0,366.5,2.0,1600.0,2026-05-25
ZFA86081FB5D65F44F560Z,noon,Grocery,Dairy Cheese and Eggs,Milk,Full cream milk powder 1600 grams,cream,733.0,366.5,2.0,1600.0,2026-05-25
ZF6F785E0AF0E7A3CE77CZ,noon,Grocery,Dairy Cheese and Eggs,Milk,"Saudia Strawberry Flavored Milk, Creamy and Sweet UHT Drink, Multi Pack of 3 Pieces (200 ml each supposedly)",Saudi Arabia,267.0,89.0,3.0,200.0,2026-05-25
ZAFEC7C236F2ED7EFC366Z,noon,Grocery,Dairy Cheese and Eggs,Milk,Juhayna Long Life Full Cream Milk (UHT) - 2 Saver Packs (6 x 1 L),Juhayna,890.0,445.0,2.0,1000.0,2026-05-25
ZD295C23294B309765A98Z,noon,Grocery,Dairy Cheese and Eggs,Milk,"Luna Milk Replacement – ​​159 ml (Pack of 3) | Creamy texture, ideal for coffee, tea and cooking",Luna,209.95,104.975,2.0,159.0,2026-05-25
N28853943A,noon,Grocery,Dairy Cheese and Eggs,Milk,"Instant full-fat milk powder, 1.5 kg",Tambo,408.95,204.475,2.0,1500.0,2026-05-25
ZBAC340917C723DBE0F61Z,noon,Grocery,Dairy Cheese and Eggs,Milk,"Marble sweetened condensed milk, 390 grams",Marble,165.0,82.5,2.0,390.0,2026-05-25
Z9517CA1F7E1BF50FFD82Z,noon,Grocery,Dairy Cheese and Eggs,Milk,"Puck Original Cream – rich and delicious creamy texture, ideal for desserts and cooking – 170g",Book,230.0,115.0,2.0,170.0,2026-05-25
ZD5A9331ACD941033C67DZ,noon,Grocery,Dairy Cheese and Eggs,Milk,Powdered milk 15g (pack of 3),Maura,35.0,11.6667,3.0,15.0,2026-05-25
N28853945A,noon,Grocery,Dairy Cheese and Eggs,Milk,"Vegetable milk powder, 250 grams",Tambo,75.5,37.75,2.0,250.0,2026-05-25
ZC94F5F444A44A62E8EFCZ,noon,Grocery,Dairy Cheese and Eggs,Milk,Full cream milk 300 grams,Maura,250.0,125.0,2.0,300.0,2026-05-25
Z713040E906E7D6177304Z,noon,Grocery,Tea,Tea,Grasso natural herbal tea,Laperva,700.0,7.0,100.0,200.0,2026-05-25
ZAB779F99273A5E084979Z,noon,Grocery,Tea,Tea,Twinings English breakfast tea 25 bags,Twinings of London,489.9,19.596,25.0,500.0,2026-05-25
Z8A0DA9F078B15A3D8843Z,noon,Grocery,Tea,Tea,Karak tea with cardamom,Karak tea,480.0,48.0,10.0,500.0,2026-05-25
ZFFA9A036537FFF300840Z,noon,Grocery,Tea,Tea,Rabea Original tea Bags - 25 bags,Rabea Tea,59.0,2.36,25.0,500.0,2026-05-25
Z4EEA67A1B17CAE7CF264Z,noon,Grocery,Tea,Tea,"Karak tea with saffron 200 grams, 10 pieces",Karak tea,480.0,48.0,10.0,200.0,2026-05-25
Z6BD9804BF2A8AC5D0B60Z,noon,Grocery,Tea,Tea,Twinings Earl Gray tea 25 bags,Twinings of London,489.9,19.596,25.0,500.0,2026-05-25
ZDB9BD5DA0B55A5B57810Z,noon,Grocery,Tea,Tea,Twinings green tea with mint 25 bags,Twinings of London,539.9,26.995,20.0,500.0,2026-05-25
Z432F2B3FCC721E50F83DZ,noon,Grocery,Tea,Tea,Perfect Tea - 45 tea bags,Laperva,900.0,20.0,45.0,500.0,2026-05-25
ZDC90B64328F711690172Z,noon,Grocery,Tea,Tea,Ahmed London Blend Tea Luxury Strong Tea 100g,Thank you!,119.0,59.5,2.0,100.0,2026-05-25
ZC6D85BD4A861F2B97BF0Z,noon,Grocery,Tea,Tea,Ahmed Tea English Breakfast Tea 100 bags,Thank you!,259.0,2.59,100.0,500.0,2026-05-25
Z0A8D6D70817ADEA1E7D8Z,noon,Grocery,Tea,Tea,Trocopapa pomegranate drink - 300g,Turko daddy,750.0,37.5,20.0,300.0,2026-05-25
Z0685956FAF58495E1CFAZ,noon,Grocery,Tea,Tea,Ahmed Tea London Blend Mint Tea - 200 gm,Thank you!,189.0,9.45,20.0,200.0,2026-05-25
ZE4D4FF0C48FBA516E831Z,noon,Grocery,Tea,Oils,Ahmed Tea Tea Bag Citrus Mix 20 Foil,Thank you!,135.0,6.75,20.0,500.0,2026-05-25
N28853946A,noon,Grocery,Dairy Cheese and Eggs,Milk,"Instant full fat milk powder, 20 grams, pack of 20 pieces",Tambo,153.5,7.675,20.0,20.0,2026-05-25
Z61D709ED3D9067B1A63EZ,noon,Grocery,Dairy Cheese and Eggs,Milk,Powdered milk cream - 1600 grams,cream,810.0,405.0,2.0,1600.0,2026-05-25
Z37BF99A16AA2F86207D9Z,noon,Grocery,Dairy Cheese and Eggs,Milk,Golden Milk Powder 15g (Pack of 3),Maura,32.0,10.6667,3.0,15.0,2026-05-25
Z557BC3B28CB6CDFDA571Z,noon,Grocery,Dairy Cheese and Eggs,Milk,Powdered milk cream - 500 grams,cream,370.0,185.0,2.0,500.0,2026-05-25
Z8C0ED0B0041A97A27250Z,noon,Grocery,Dairy Cheese and Eggs,Cheese,Puck Spreadable Processed Cream Cheese in a 500g Jar,Book,900.0,225.0,4.0,500.0,2026-05-25
Z07277B46D005D2C531AFZ,noon,Grocery,Dairy Cheese and Eggs,Milk,"Instant full-fat milk powder, 110 grams",cream,52.0,26.0,2.0,110.0,2026-05-25
ZD7B319F5D9CA9E8CEFBFZ,noon,Grocery,Dairy Cheese and Eggs,Milk,Mora instant full cream milk powder 800 grams,Maura,350.0,175.0,2.0,800.0,2026-05-25
Z8CF0C50C1482BBF21BDAZ,noon,Grocery,Dairy Cheese and Eggs,Milk,"Instant full-fat milk powder, 300 grams",Maura,135.0,67.5,2.0,300.0,2026-05-25
Z13AD6D77F72431FBDFC5Z,noon,Grocery,Dairy Cheese and Eggs,Milk,Full cream milk powder 800 grams,cream,350.0,175.0,2.0,800.0,2026-05-25
Z3CE10663D337EB7CB482Z,noon,Grocery,Dairy Cheese and Eggs,Milk,"Long Life Whole Milk, 1 Liter, Pack of 12",The Milk Man,663.0,55.25,12.0,1.0,2026-05-25
Z571F30D5BFBADB9EFAFBZ,noon,Grocery,Dairy Cheese and Eggs,Milk,"Banana flavored milk from Saudi Arabia, 200 ml x 6 packs | A creamy and delicious milky drink that is ready to drink",Saudi Arabia,299.95,99.9833,3.0,200.0,2026-05-25
Z2D6476C738BC77D26A33Z,noon,Grocery,Dairy Cheese and Eggs,Milk,Full cream milk powder 800 grams,Maura,592.0,49.3333,12.0,800.0,2026-05-25
Z869154B79D1C7834F442Z,noon,Grocery,Dairy Cheese and Eggs,Tea,"Abu Qus Cardamom Flavored Drink, 240 ml | A refreshing drink with the authentic taste of Arabic cardamom",Rainbow,228.99,28.6238,8.0,240.0,2026-05-25
Z74ACE782332567D02700Z,noon,Grocery,Dairy Cheese and Eggs,Milk,Full cream milk powder cream 300 grams,cream,135.0,67.5,2.0,300.0,2026-05-25
ZF20FAE468A48A0CC1D6BZ,noon,Grocery,Dairy Cheese and Eggs,Milk,Chocolate milk 250 ml,Kdd,299.0,99.6667,3.0,250.0,2026-05-25
Z86C933D1A861A8973D94Z,noon,Grocery,Dairy Cheese and Eggs,Milk,"Rainbow Lite Fresh Evaporated Milk, 170 ml",Rainbow,290.0,96.6667,3.0,170.0,2026-05-25
Z307915C9394330E85F43Z,noon,Grocery,Dairy Cheese and Eggs,Cheese,Puck spreadable cream cheese 240 grams,Book,450.0,37.5,12.0,240.0,2026-05-25
ZDE9175ED6EB76C976004Z,noon,Grocery,Tea,Tea,Trocopapa strawberry tea drink 300 g,Turko daddy,750.0,25.0,30.0,300.0,2026-05-25
ZF1EB71FBCF36BC94C0DAZ,noon,Grocery,Tea,Tea,Red Raspberry and Pomegranate Tea – (30 bags),Laperva,480.0,16.0,30.0,200.0,2026-05-25
Z8EE15913FCC67D75E14EZ,noon,Grocery,Tea,Tea,English Breakfast Tea - Loose Leaves 250g,Thank you!,255.0,127.5,2.0,250.0,2026-05-25
ZE2EF1194CF687D0A10B6Z,noon,Grocery,Tea,Tea,Pomegranate Tea - 30 tea bags,Laperva,470.0,15.6667,30.0,200.0,2026-05-25
ZBD65EC971DB57A2635BFZ,noon,Grocery,Tea,Tea,Ahmed Tea English Tea No. 1 - 100 packets,Thank you!,299.0,2.99,100.0,500.0,2026-05-25
Z4E66C5286B0B6ECE0B8DZ,noon,Grocery,Tea,Spices,Tea Break Aden Karak Instant Tea with Ginger – 8 bags,T break,175.0,21.875,8.0,500.0,2026-05-25
ZFDBA1A9BF20395D2F9B6Z,noon,Grocery,Tea,Spices,Ahmed Tea Infusion Lemon & Ginger 20 Tea bags,Ahmedtea,135.0,6.75,20.0,500.0,2026-05-25
Z72003D47573349F09578Z,noon,Grocery,Tea,Tea,Ahmed Tea green tea 100 bags,Thank you!,279.0,2.79,100.0,500.0,2026-05-25
ZA95C1B5765E65BA1E070Z,noon,Grocery,Tea,Spices,"Tea Break Karak Instant Masala Tea with Cinnamon, Cloves, Cardamom and Ginger – 8 bags",T break,175.0,21.875,8.0,500.0,2026-05-25
Z0AED594AA8CFDB6EFB48Z,noon,Grocery,Tea,Tea,"Instant green tea extract powder, 400 ml, sweetened with sucralose, dissolves immediately in hot or cold water, green tea drink rich in antioxidants and catechins, concentrated and quick to prepare.",Sockerdorf,307.0,17.0556,18.0,400.0,2026-05-25
Z221021FB5091F34692E9Z,noon,Grocery,Tea,Tea,Rabea Extra Strong Fine Black Tea Bags - 25 Bags,Rabea Tea,69.0,2.76,25.0,500.0,2026-05-25
Z7D79E652B11C19EC5CD2Z,noon,Grocery,Tea,Tea,Trocobaba rose soft drink 300 g,Turko daddy,663.08,33.154,20.0,300.0,2026-05-25
Z58C5E79AE8C11B212FDAZ,noon,Grocery,Tea,Tea,Twinings Green & Earl Gray Tea - 25 Tea Bags,Twinings,300.0,12.0,25.0,500.0,2026-05-25
ZB2C47E89BE696192941FZ,noon,Grocery,Dairy Cheese and Eggs,Milk,"Puck cream in sterilized container, 160 grams, white pack",Book,240.0,120.0,2.0,160.0,2026-05-25
ZC04C7FDFF6F3F87557C1Z,noon,Grocery,Dairy Cheese and Eggs,Milk,Full cream milk powder 110 grams,Maura,53.0,26.5,2.0,110.0,2026-05-25
Z44EF4693673A4CED1148Z,noon,Grocery,Dairy Cheese and Eggs,Milk,"Rainbow Evaporated Milk with Vitamin D, 6*170 g",Rainbow,699.0,116.5,6.0,170.0,2026-05-25
Z99E58E58103277DD1C11Z,noon,Grocery,Tea,Tea,Ahmed T. Earl Gray 100 filament,Ahmed T,479.9,4.799,100.0,500.0,2026-05-25
Z4D3FA4BF6A59ABBD565DZ,noon,Grocery,Tea,Tea,Nescafe Dolce Gusto Marrakesh Style Tea Capsules - 16 Capsules,Dulce Gusto,750.0,46.875,16.0,200.0,2026-05-25
ZDAB5F69BEABD293BD639Z,noon,Grocery,Tea,Tea,Ahmed green tea with berries and pomegranate 20 tea bags,Thank you!,144.0,7.2,20.0,200.0,2026-05-25
Z6F628ACCD03AF6243898Z,noon,Grocery,Tea,Tea,Extra Strong Fine Black Tea Bags - 100 Bags,Rabea Tea,175.0,1.75,100.0,500.0,2026-05-25
Z88C6CA5C938302187B38Z,noon,Grocery,Tea,Milk,Instant tea with milk 300 grams,Maura,103.0,10.3,10.0,300.0,2026-05-25
ZB55C38EAC0F518B499C3Z,noon,Grocery,Tea,Tea,Zadna Matcha Green Tea – 50 gm,Zadana,773.38,38.669,20.0,50.0,2026-05-25
Z0269E88FA4C7A0ED9C78Z,noon,Grocery,Tea,Tea,Ahmed Tea Caffeine Free Herbal Detox Sachets ~ 20 Bags,Thank you!,145.0,7.25,20.0,500.0,2026-05-25
Z0860B6D8027D17C12EC8Z,noon,Grocery,Tea,Tea,Ahmed Tea London Blend loose tea 200 grams,Thank you!,155.0,77.5,2.0,200.0,2026-05-25
ZDF103A66EDCF9DBBDE18Z,noon,Grocery,Tea,Milk,"Instant karak tea with creamer, sugar and cardamom, 8 bags x 25 g",Egypt Cafe,155.0,19.375,8.0,25.0,2026-05-25
Z099B3DC9AAB1B737230CZ,noon,Grocery,Tea,Tea,Ahmed Clove Tea - 20 bags,Thank you!,99.0,4.95,20.0,500.0,2026-05-25
Z7F58D69C7D3B798AF5EDZ,noon,Grocery,Tea,Tea,Al Arousa Tea – 40 gm x 24 packs,The bride,440.0,18.3333,24.0,40.0,2026-05-25
Z1673075FE53310606235Z,noon,Grocery,Tea,Tea,"Ahmed Tea black tea with clove flavor, 100 bags * 2 grams",Thank you!,279.0,2.79,100.0,2.0,2026-05-25
Z598DB129E133209981D6Z,noon,Grocery,Tea,Tea,Dilmah Luxury Ceylon Tea 25 Pieces * 2 Grams,Dilmah,99.0,3.96,25.0,2.0,2026-05-25
ZD0D20D45655A40432297Z,noon,Grocery,"Dried Beans, Grains and Rice",Rice,"Rice, sugar and spices",Sultanate,415.0,31.9231,13.0,500.0,2026-05-25
ZDAFAF9FA6C20C6C782A3Z,noon,Grocery,Tea,Tea,Slim Blend - herbal tea,Laperva,360.0,3.6,100.0,200.0,2026-05-25
Z9A7CDB3889C8AEFFD2D9Z,noon,Grocery,Tea,Tea,Ahmed London Blend Tea Premium Strong Tea 40g * 2pcs,Thank you!,155.0,77.5,2.0,40.0,2026-05-25
ZDBD222D0DE45A1C2F1DCZ,noon,Grocery,Tea,Tea,Vitality Lemon Tea Bags - 20 bags x 2g,Ahmed T,89.99,4.4995,20.0,2.0,2026-05-25
ZD6AFBE21659504452FF4Z,noon,Grocery,Tea,Tea,Ahmed Evening Decaf Tea 20 Bags | Calm and comforting flavour Perfect for relaxing before bed,Thank you!,139.99,6.9995,20.0,500.0,2026-05-25
ZE62DFFE5602B9850D151Z,noon,Grocery,Tea,Spices,Ahmed Tea Cinnamon Haze Black Tea with Cinnamon Pieces - 20 Bags,Ahmed T,122.0,6.1,20.0,500.0,2026-05-25
Z78FB041019306279E006Z,noon,Grocery,Tea,Tea,Tea Break instant karak tea with cardamom - 8 sachets x 25 grams - natural and original taste,T break,145.0,18.125,8.0,25.0,2026-05-25
Z82255010B8C6452A1F53Z,noon,Grocery,Tea,Tea,"With saffron, a package of 10 envelopes, 200 grams",Karak tea,229.9,22.99,10.0,200.0,2026-05-25
Z75F13A833E5DBB2DF439Z,noon,Grocery,Tea,Tea,Black tea 20 bags,Royal herbs,30.0,1.5,20.0,500.0,2026-05-25
ZF6FEBD5337656B989903Z,noon,Grocery,Tea,Tea,Instant karak tea with cardamom - quick and easy preparation - 8 bags,T break,210.0,26.25,8.0,200.0,2026-05-25
Z480E435012BB037A487CZ,noon,Grocery,Tea,Spices,Fenor Organic Cinnamon & Ginger Tea – 20 Pyramid Tea Bags,Feanor,70.0,3.5,20.0,500.0,2026-05-25
N29779160A,noon,Grocery,Tea,Tea,Ceylon Black Tea Mint Flavor - 20 Bags,Dilmah,89.0,4.45,20.0,500.0,2026-05-25
Z33BA03AD2CE6F04862BFZ,noon,Grocery,Tea,Tea,Al Rabie Original Black Tea - 50 bags,Rabea tea,95.0,1.9,50.0,500.0,2026-05-25
Z23C2C745B20148E82062Z,noon,Grocery,Tea,Tea,Ahmed Tea lemon flavor 20 bags,Ahmed T,199.95,9.9975,20.0,500.0,2026-05-25
Z839F94EAE64BB62721E2Z,noon,Grocery,Tea,Spices,"Ahmed T. Ribsos herbs and cinnamon, 20 foil rolls",Ahmed T,199.99,9.9995,20.0,200.0,2026-05-25
Z35C9980791FAEBDFA324Z,noon,Grocery,Tea,Tea,Ahmed green tea 25 bags,Thank you!,95.0,3.8,25.0,500.0,2026-05-25
Z4AB80D38BCCE6059CED0Z,noon,Grocery,Tea,Tea,Al Rabie Original Black Tea - 100 bags,Rabea tea,199.0,1.99,100.0,500.0,2026-05-25
ZB5043F0DF5C077632499Z,noon,Grocery,Tea,Tea,Karak tea with cardamom,Karak tea,480.0,48.0,10.0,500.0,2026-05-25
ZD6CD553E29A6F26B4FD2Z,noon,Grocery,Tea,Tea,AHmed tea Mango Magic Black Tea 20 tea bags,Ahmedtea,145.0,7.25,20.0,500.0,2026-05-25
Z0A0FB6516483AC458C44Z,noon,Grocery,Tea,Tea,MERI Indian Dust Black Tea with Free Spoon 250 g,Merigold,89.0,0.89,100.0,250.0,2026-05-25
ZF5AAF499AD99D84E0DFCZ,noon,Grocery,Tea,Tea,Tea Break Karak Instant Tea with Cardamom – 8 bags,T break,155.0,19.375,8.0,500.0,2026-05-25
ZA508E91EDA025C550443Z,noon,Grocery,Tea,Tea,Ahmed Tea Mint Green Tea 25 Tea Bags,Ahmedtea,97.0,3.88,25.0,200.0,2026-05-25
Z1DFC0360B9E07DE07128Z,noon,Grocery,Tea,Tea,"Abujabal tea, whole leaves - Iraq tea - rich flavor and golden color - 200 grams, imported",Abu Jabal,680.0,0.3542,1920.0,200.0,2026-05-25
Z7B061E539C6A4779E8A8Z,noon,Grocery,Tea,Tea,Venor Organic Herbal Tea Mix - 20 Assorted Pyramid Tea Bags,Feanor,68.0,3.4,20.0,500.0,2026-05-25
Z81DE2F044DCC7E1A325CZ,noon,Grocery,Tea,Tea,Ahmed London Green Tea Mango & Lychee Flavor – Sweet Tropical Blend with Fruit Pieces – 20 Bags,Ahmed T,130.0,6.5,20.0,500.0,2026-05-25
Z8E4E86E3B4ADE158349AZ,noon,Grocery,Tea,Tea,"Ahmed London Earl Gray Decaf Tea – Premium Black Tea with Natural Bergamot Flavor, 20 Individually Wrapped Bags, Great Taste Award Winner",Ahmed T,130.0,6.5,20.0,500.0,2026-05-25
ZDB718AC12559A2F99EBCZ,noon,Grocery,"Dried Beans, Grains and Rice",Rice,Egyptian rice Saba 1 kilo * 5,morning,175.0,35.0,5.0,5000.0,2026-05-25
Z23FDE73862F6182DBC17Z,noon,Grocery,Tea,Tea,"Rabea Tea, the strongest tea bags - 100 bags * 2 grams",Rabea tea,165.0,1.65,100.0,2.0,2026-05-25
N28992184A,noon,Grocery,Tea,Tea,Premium Premium Tea 100 Tea Bags,Dilmah,217.0,2.17,100.0,500.0,2026-05-25
N39768454A,noon,Grocery,Tea,Tea,Ceylon Black Tea Flavored 20 Tea Bags Lemon Lime,Dilmah,89.0,4.45,20.0,500.0,2026-05-25
N43087830A,noon,Grocery,Tea,Spices,Organic Lemon Ginger Tea 2g Pack of 20,Taylors of Harrogate,264.0,13.2,20.0,2.0,2026-05-25
ZF17572EFBF43CBB774CDZ,noon,Grocery,Tea,Tea,Cough relief tea 75 g,What about him?,94.0,0.94,100.0,75.0,2026-05-25
Z3AE86F53F484E3A44A9BZ,noon,Grocery,Tea,Tea,Rabea Strongest Tea - Ultra Concentrated Black Tea - 100 Bags,spring,200.0,2.0,100.0,500.0,2026-05-25
ZEE7EEA18F0EBD9A82F8FZ,noon,Grocery,Tea,Spices,Ahmed London Cinnamon Black Tea – A luxurious aromatic blend with cinnamon pieces – 20 foil-wrapped tea bags,Ahmed T,110.0,5.5,20.0,500.0,2026-05-25
N28992163A,noon,Grocery,Tea,Tea,Premium tea of ​​50 tea bags,Dilmah,104.0,2.08,50.0,500.0,2026-05-25
Z2AA435CFADCAD181FF15Z,noon,Grocery,Tea,Spices,Cinnamon flavored black tea with cinnamon pieces from Ahmed Tea - 20 bags,Ahmed T,199.95,9.9975,20.0,200.0,2026-05-25
ZC6CA21F7F5C9C1D67478Z,noon,Grocery,Tea,Tea,VINUR Organic Lemon & Mint Herbal Tea – 20 Pyramidal Tea Bags,Vinur,79.0,3.95,20.0,500.0,2026-05-25
ZE1F4AD811CC63517F9B8Z,noon,Grocery,Tea,Tea,Green tea 100 bags + 28 bags free from Ahmed Tea,Ahmed T,349.0,3.49,100.0,500.0,2026-05-25
N28992164A,noon,Grocery,Tea,Tea,Pure green tea bags of 20 bags,Dilmah,102.0,5.1,20.0,500.0,2026-05-25
N37433989A,noon,Grocery,Tea,Spices,Infuso Green Tea with Lemon and Ginger Pack of 20,Twinings,369.0,18.45,20.0,500.0,2026-05-25
Z21CC4917FEC46A7F53E5Z,noon,Grocery,Tea,Tea,Encapsulated black tea bags - 100 bags - 200 grams,Royal,124.0,1.24,100.0,200.0,2026-05-25
ZF5A6312496C1E1FE2CD1Z,noon,Grocery,Tea,Spices,Eden Instant Ginger Tea (Pack of 8),T break,139.0,17.375,8.0,500.0,2026-05-25
Z97C0D9AC9ECB12B11081Z,noon,Grocery,Tea,Tea,Ahmed Tea Mango Flavored Black Tea – 20 sachets,Thank you!,177.0,8.85,20.0,500.0,2026-05-25
Z07823E85CCC2C0F345B3Z,noon,Grocery,Tea,Tea,"English Breakfast Tea from Ahmed Tea, 25 bags",Ahmed T,149.95,5.998,25.0,500.0,2026-05-25
Z2F5E54F3B1D077AB47BAZ,noon,Grocery,Tea,Milk,Instant karak tea with cardamom – instant milk tea drink – 10 bags – authentic cardamom flavor – imported,5,422.0,42.2,10.0,500.0,2026-05-25
ZE59139E31416246F51B3Z,noon,Grocery,Tea,Tea,Original Khudair Tea - Premium Ceylon Black Tea - 100 Bags x 2g - Rich and Strong Taste,Numb tea,640.0,6.4,100.0,2.0,2026-05-25
Z70FCE083610DC4A25286Z,noon,Grocery,Tea,Tea,Ahmed Tea Green Tea Bags with Lemon - 20 x 2 grams,Ahmed T,199.95,9.9975,20.0,2.0,2026-05-25
Z4FD6F023C0C0A20CD9C2Z,noon,Grocery,Tea,Tea,Mystic Green Tea with Mint from Ahmed Tea - 20 bags,Ahmed T,199.95,9.9975,20.0,250.0,2026-05-25
Z6460E835C6727F4D6FFBZ,noon,Grocery,Tea,Spices,"Instant Karak tea with ginger, 10 sachets. Imported product",Karak tea,500.0,50.0,10.0,500.0,2026-05-25
Z0DF8B2A4281015953B32Z,noon,Grocery,"Dried Beans, Grains and Rice",Rice,Savings Box (Rehana Premium Rice 1 kg Rehana Jasmine Rice 1 kg Rehana Sugar 1 kg Rehana Fine Flour 1 kg Rehana Beans Tammis 500 gm Rehana Grits 500 gm Rehana Ground Red Pepper (Smoked Paprika) 20 gm Rehana Ground Black Pepper 20 gm Rehana Spices Blend Ground 20 gm Rayhana local chili powder Ground 20 gm Rayhana Ground cinnamon 20 gm Rayhana Melaha Far East spices Rayhana Malaha Chicken stock Rayhana Sunflower oil 0.7 liters Rayhana Natural vinegar 1 liter Regina Spaghetti pasta 400 g Regina Oven pasta (pen) 400 g Vermicelli Regina 400 g) 9.15 kg,Rihanna,584.95,32.4972,18.0,9150.0,2026-05-25
Z71C85FEB01ABFF713CA6Z,noon,Grocery,Tea,Milk,"Adani Instant Ginger Tea by Tea Break - (milk, tea, ginger, sugar) - 8 bags - 25 grams per bag",T break,180.0,22.5,8.0,25.0,2026-05-25
